TF,Targets
ARNTL2,KCNAB2
ARNTL2,PFKFB3
ARNTL2,SUPT6H
ARNTL2,ESYT2
ARNTL2,KCTD5
ARNTL2,CCDC92
ARNTL2,SLC30A9
ARNTL2,CXXC5
ARNTL2,AHNAK
ARNTL2,SC5D
ARNTL2,CHD2
ARNTL2,IVNS1ABP
ARNTL2,PPP2R5A
ARNTL2,ZNF292
ARNTL2,ZCCHC17
ARNTL2,GGA1
ARNTL2,ADAT1
ARNTL2,MT2A
ARNTL2,PRR7
ARNTL2,NCOA7
ARNTL2,DGKZ
ARNTL2,CD2AP
ARNTL2,WDR82
ATF1,TSR2
ATF1,PDSS1
ATF1,HAUS5
ATF1,BAIAP2
ATF1,TARDBP
ATF1,KLHL42
ATF1,AASS
ATF1,GOLGA3
ATF1,NIP7
ATF1,CCT2
ATF1,CDCA5
ATF1,RNF4
ATF1,LUC7L2
ATF1,SMCHD1
ATF1,DDX21
ATF1,FDXR
ATF1,HNRNPU
ATF1,BCL11A
ATF1,NOLC1
ATF1,COQ7
ATF1,SNHG15
ATF1,MFN2
ATF1,GTPBP10
ATF1,TBC1D15
ATF1,DTL
ATF1,RPRD1A
ATF1,PMAIP1
ATF1,SERPINE2
ATF1,EPB41L2
ATF1,RIC1
ATF1,NCDN
ATF1,NAA40
ATF1,HOMEZ
ATF1,FZD3
ATF1,NETO2
ATF1,KDSR
ATF1,SCX
ATF1,SLCO5A1
ATF1,LZTS2
ATF1,CASD1
ATF1,MNT
ATF1,AP4M1
ATF1,GK5
ATF1,LMCD1
ATF1,TBP
ATF1,GTF2H2
ATF1,ACY3
ATF1,PODXL2
ATF1,SDCBP
ATF1,HNRNPF
ATF1,SSSCA1
ATF1,IRF5
ATF1,CTPS1
ATF1,RPS27A
ATF1,MRPL3
ATF1,FAM234A
ATF1,INF2
ATF1,ATF1
ATF1,SLC4A8
ATF1,PRNP
ATF1,ARHGEF2
ATF1,TSPAN3
ATF1,CPNE2
ATF1,SATB1
ATF1,RER1
ATF1,RPS21
ATF1,AATF
ATF1,TIMM17A
ATF1,ITPK1
ATF1,C2orf49
ATF1,WDR18
ATF1,VAMP2
ATF1,RSL1D1
ATF1,IRS1
ATF1,ZNF644
ATF1,MRRF
ATF1,KLC1
ATF1,SLC16A1
ATF1,PPM1L
ATF1,SCYL3
ATF1,EDRF1
ATF1,USB1
ATF1,E2F8
ATF1,PPIG
ATF1,NKRF
ATF1,SIN3A
ATF1,ABR
ATF1,RING1
ATF1,TBC1D7
ATF1,TFRC
ATF1,OAT
ATF1,CEP112
ATF1,NCAPH
ATF1,CRAMP1
ATF1,GEM
ATF1,TNFAIP1
ATF1,MAP3K12
ATF1,UBTD2
ATF1,NUMBL
ATF1,ZSCAN16
ATF1,DEPDC5
ATF1,GCAT
ATF1,SF3A3
ATF1,FBXO22
ATF1,RAN
ATF1,RAD23A
ATF1,GCC1
ATF1,PLEKHA1
ATF1,PABPC1
ATF1,SRRT
ATF1,PHF20
ATF1,MLX
ATF1,APBB1
ATF1,ATG14
ATF1,METRNL
ATF1,CNFN
ATF1,ZMYND19
ATF1,NFKB1
ATF1,FAM104B
ATF1,HIP1R
ATF1,MAN2A2
ATF1,ADPRHL2
ATF1,POLR3H
ATF1,HMGCS1
ATF1,LOXL2
ATF1,PPIL1
ATF1,TNFRSF1B
ATF1,GTPBP4
ATF1,EEF2K
ATF1,CMSS1
ATF1,SH3D19
ATF1,RAB10
ATF1,ABCC10
ATF1,ARL2BP
ATF1,BLCAP
ATF1,IDH3G
ATF1,MTX2
ATF1,PSMD6
ATF1,MBIP
ATF1,ERF
ATF1,SMIM14
ATF1,MTDH
ATF1,NDFIP2
ATF1,XPO7
ATF1,CDKN1A
ATF1,FIP1L1
ATF1,HSPA14
ATF1,COA1
ATF1,CEP120
ATF1,TXNL1
ATF1,YRDC
ATF1,PPP1R37
ATF1,SLC46A3
ATF1,MAGOH
ATF1,ARL3
ATF1,CSDE1
ATF1,RNF139
ATF1,DMC1
ATF1,EIF5AL1
ATF1,ANKH
ATF1,GRPEL1
ATF1,BPTF
ATF1,MAD2L2
ATF1,FAM76A
ATF1,ALG10
ATF1,HGH1
ATF1,PNO1
ATF1,MVB12A
ATF1,ANKRD11
ATF1,PARP3
ATF1,RRP9
ATF1,ISG20L2
ATF1,ILF2
ATF1,PER2
ATF1,ANAPC2
ATF1,TLE3
ATF1,LIN7C
ATF1,ABT1
ATF1,XRCC6
ATF1,AP5S1
ATF1,PCGF1
ATF1,GPAM
ATF1,CTU2
ATF1,XPNPEP3
ATF1,ING4
ATF1,EBF1
ATF1,NUDC
ATF1,KCNAB2
ATF1,NAT14
ATF1,C20orf27
ATF1,WDR75
ATF1,SLC7A7
ATF1,DDIAS
ATF1,FAM91A1
ATF1,PICK1
ATF1,WDR83
ATF1,GTF2H3
ATF1,APTX
ATF1,BIRC2
ATF1,BRAF
ATF1,CWC25
ATF1,NDUFA10
ATF1,CNTROB
ATF1,ZC3H10
ATF1,UTP14A
ATF1,AAR2
ATF1,MTA2
ATF1,PGM2
ATF1,PATL1
ATF1,PIM3
ATF1,RBM25
ATF1,SMYD3
ATF1,KMT5A
ATF1,TAF2
ATF1,TDRD3
ATF1,PDCD11
ATF1,LUZP1
ATF1,NFATC2
ATF1,TET2
ATF1,EIF4EBP1
ATF1,FOXO1
ATF1,UTP3
ATF1,PRPS2
ATF1,GSPT2
ATF1,PRPF18
ATF1,MAP3K7
ATF1,RCOR1
ATF1,DDX19A
ATF1,ERICH1
ATF1,FOSL1
ATF1,CAPNS1
ATF1,PRPF40A
ATF1,PATZ1
ATF1,BAG3
ATF1,RPS6KA5
ATF1,SET
ATF1,CCT7
ATF1,TFB2M
ATF1,WDR24
ATF1,CCAR2
ATF1,PPP4C
ATF1,POLDIP3
ATF1,ADARB1
ATF1,GLOD4
ATF1,ABCE1
ATF1,ZFAND2B
ATF1,LRRC8A
ATF1,SPDL1
ATF1,TSC1
ATF1,KNSTRN
ATF1,VPS4B
ATF1,ACIN1
ATF1,RREB1
ATF1,YIF1B
ATF1,SEPT7
ATF1,CYCS
ATF1,TMEM147-AS1
ATF1,ARL2
ATF1,SRSF6
ATF1,ZNF701
ATF1,INSIG2
ATF1,ARID4A
ATF1,KBTBD4
ATF1,CCDC59
ATF1,LRPPRC
ATF1,RBM15
ATF1,RFX7
ATF1,SZRD1
ATF1,TTC27
ATF1,WDR74
ATF1,NPLOC4
ATF1,MSL2
ATF1,PTGES3
ATF1,RAB7A
ATF1,PARM1
ATF1,METTL13
ATF1,EMP3
ATF1,TRIB3
ATF1,RPS27
ATF1,KDM4C
ATF1,YPEL5
ATF1,CDK4
ATF1,ZMYND8
ATF1,CCNH
ATF1,ZNRD1
ATF1,DNAJC16
ATF1,UTP18
ATF1,FAM162A
ATF1,TRAF1
ATF1,FBXW4
ATF1,FAM122B
ATF1,NOP58
ATF1,DNAJB6
ATF1,PPFIA1
ATF1,NARS
ATF1,AMD1
ATF1,KRR1
ATF1,UBE2N
ATF1,RPL24
ATF1,SCRN1
ATF1,IL6
ATF1,PPA1
ATF1,TPR
ATF1,MREG
ATF1,C5orf34
ATF1,ILF3
ATF1,SOAT1
ATF1,SLMAP
ATF1,FANCD2
ATF1,RHBDD1
ATF1,STOML2
ATF1,RAB13
ATF1,NRP2
ATF1,ACBD4
ATF1,PKHD1L1
ATF1,SRFBP1
ATF1,GAPVD1
ATF1,SFXN1
ATF1,E2F7
ATF1,DPM1
ATF1,AKIRIN2
ATF1,RPL21
ATF1,CUX1
ATF1,N4BP2L2
ATF1,NCBP2
ATF1,PFDN2
ATF1,PNPO
ATF1,SLC35C2
ATF1,RELA
ATF1,MOCS3
ATF1,EYA3
ATF1,MRM3
ATF1,ATF3
ATF1,NARS2
ATF1,ZC3H18
ATF1,PCED1A
ATF1,RCBTB1
ATF1,TMEM237
ATF1,WDR12
ATF1,PCDH9
ATF1,CPNE1
ATF1,FAM126B
ATF1,MBD6
ATF1,PARVB
ATF1,PRMT1
ATF1,USP38
ATF1,WBP11
ATF1,NR2C2
ATF1,DRAM1
ATF1,TRAFD1
ATF1,PRDM1
ATF1,M6PR
ATF1,TMEM94
ATF1,PCBP1
ATF1,ZRANB3
ATF1,ANXA5
ATF1,ANAPC10
ATF1,CHD1
ATF1,UBC
ATF1,TRIP6
ATF1,PPP3R1
ATF1,CCDC124
ATF1,TMEM62
ATF1,MDM4
ATF1,SLU7
ATF1,SSBP3
ATF1,MTF1
ATF1,GNL2
ATF1,VPS13A
ATF1,HIST1H4D
ATF1,FAM220A
ATF1,BDP1
ATF1,EGR2
ATF1,NUFIP1
ATF1,UQCC2
ATF1,NFU1
ATF1,TCF25
ATF1,TMEM14B
ATF1,MAPK1
ATF1,RMI2
ATF1,OPA1
ATF1,RAD23B
ATF1,PLGRKT
ATF1,LDLRAD4
ATF1,UBR5
ATF1,TFE3
ATF1,HGS
ATF1,RNF20
ATF1,ZNF780A
ATF1,HOTAIRM1
ATF1,INO80D
ATF1,MLST8
ATF1,WBP1L
ATF1,EIF2S1
ATF1,PPP4R3A
ATF1,C12orf49
ATF1,INTS10
ATF1,MT2A
ATF1,KDM3A
ATF1,FAM3C
ATF1,RBM22
ATF1,SCAMP3
ATF1,AMPD3
ATF1,ZPR1
ATF1,BECN1
ATF1,ATL3
ATF1,LRRC37B
ATF1,TMUB1
ATF1,ATP2C1
ATF1,NUP107
ATF1,FOXP1
ATF1,NUP54
ATF1,ITPR3
ATF1,ZSWIM7
ATF1,EXOSC7
ATF1,U2SURP
ATF1,SPIN1
ATF1,ZNF408
ATF1,TRNT1
ATF1,FADS2
ATF1,GSTCD
ATF1,ADAP2
ATF1,SNRNP27
ATF1,MKRN2
ATF1,GABPB1
ATF1,MRPS18C
ATF1,POC1B
ATF1,RNF145
ATF1,PABPC4
ATF1,MRPS30
ATF1,UBL7
ATF1,SRSF5
ATF1,SEC61G
ATF1,MUT
ATF1,CBFA2T3
ATF1,USP30
ATF1,TMEM80
ATF1,ODC1
ATF1,SLC4A7
ATF1,PSMG4
ATF1,FASTKD2
ATF1,KCTD6
ATF1,IFT80
ATF1,TAOK3
ATF1,CAMK1D
ATF1,DBNL
ATF1,CBL
ATF1,CYHR1
ATF1,SNRK
ATF1,PHF13
ATF1,NELFA
ATF1,USP16
ATF1,RPL38
ATF1,UBE2S
ATF1,COG7
ATF1,ARID2
ATF1,IMPDH2
ATF1,THRAP3
ATF1,ERMARD
ATF1,GNG7
ATF1,ARMC7
ATF1,CCNYL1
ATF1,PRPF38A
ATF1,SBDS
ATF1,BCLAF1
ATF1,FIG4
ATF1,ELP5
ATF1,AAAS
ATF1,SNF8
ATF1,HMGCR
ATF1,SF3B2
ATF1,ACOT7
ATF1,CIR1
ATF1,TDP1
ATF1,APH1A
ATF1,DHX16
ATF1,PHF5A
ATF1,C16orf74
ATF1,PAPOLA
ATF1,UTP4
ATF1,FANCF
ATF1,GGPS1
ATF1,NOP2
ATF1,TIMM22
ATF1,GPR160
ATF1,CXXC1
ATF1,MRPL49
ATF1,EIF4A1
ATF1,NCL
ATF1,TMEM33
ATF1,B3GALNT1
ATF1,BAG6
ATF1,TAOK2
ATF1,POLR2H
ATF1,MFSD10
ATF1,TUFM
ATF1,PAM
ATF1,SLC39A13
ATF1,VPS52
ATF1,CRLF3
ATF1,UBE2K
ATF1,NDUFAF7
ATF1,ORC2
ATF1,LINC01089
ATF1,IGHMBP2
ATF1,SFXN4
ATF1,AP1S2
ATF1,HSD17B7
ATF1,CDC5L
ATF1,RPF2
ATF1,MYO1C
ATF1,TNFAIP8
ATF1,LZIC
ATF1,RALGDS
ATF1,PUF60
ATF1,NOL11
ATF1,CDC23
ATF1,ZFP36
ATF1,ORMDL1
ATF1,SYMPK
ATF1,RPS6KB2
ATF1,DPY19L3
ATF1,PDCD10
ATF1,CLP1
ATF1,TAF4
ATF1,GALNT2
ATF1,TTI1
ATF1,GABPA
ATF1,PIP5K1B
ATF1,CBFA2T2
ATF1,NAA50
ATF1,CD151
ATF1,DCUN1D5
ATF1,NR1H2
ATF1,LRRC47
ATF1,GAR1
ATF1,GPS2
ATF1,SMU1
ATF1,REL
ATF1,RBPJ
ATF1,PSEN2
ATF1,FBL
ATF1,CMTM7
ATF1,FAM208B
ATF1,SCAF11
ATF1,SLC25A42
ATF1,ARL6IP6
ATF1,HELB
ATF1,NAA15
ATF1,SNW1
ATF1,MPHOSPH8
ATF1,EFCAB2
ATF1,GTF2H1
ATF1,PIGM
ATF1,CDC123
ATF1,CCDC189
ATF1,CWC15
ATF1,MAFB
ATF1,SIRT6
ATF1,TSG101
ATF1,ZBTB7B
ATF1,PELO
ATF1,ZNF711
ATF1,NKIRAS2
ATF1,NXF1
ATF1,MIEN1
ATF1,C6orf48
ATF1,TCEA2
ATF1,RPL29
ATF1,CD47
ATF1,IFT20
ATF1,MYO9B
ATF1,BLOC1S4
ATF1,GPX4
ATF1,AAMP
ATF1,PPM1A
ATF1,RFXAP
ATF1,PNN
ATF1,CBX1
ATF1,UBXN1
ATF1,STAT1
ATF1,SOGA1
ATF1,ARCN1
ATF1,RNF44
ATF1,TCP1
ATF1,TCOF1
ATF1,ESCO1
ATF1,CSNK1A1
ATF1,NAXE
ATF1,RIOK2
ATF1,ATG101
ATF1,SPHK1
ATF1,PDE8A
ATF1,TOMM40
ATF1,KLHL7
ATF1,DHX37
ATF1,CD82
ATF1,ATP13A2
ATF1,MYBBP1A
ATF1,HPF1
ATF1,MORF4L1
ATF1,EIF2B2
ATF1,DNAJC14
ATF1,RPS17
ATF1,PPP1R15A
ATF1,LAMTOR3
ATF1,STAU1
ATF1,PPP1CB
ATF1,PRMT3
ATF1,MYL12A
ATF1,VRK2
ATF1,PARP16
ATF1,EIF6
ATF1,SSBP1
ATF1,RPS29
ATF1,POLH
ATF1,SAFB
ATF1,MLLT10
ATF1,LCLAT1
ATF1,CC2D1B
ATF1,ATAD3A
ATF1,LACTB
ATF1,DDX20
ATF1,RCAN3
ATF1,LPCAT3
ATF1,BCDIN3D
ATF1,IKBKB
ATF1,ARHGDIA
ATF1,DDX18
ATF1,MAP2K2
ATF1,TBC1D9B
ATF1,RPS3A
ATF1,PSME3
ATF1,COPE
ATF1,NCOA2
ATF1,VAC14
ATF1,ADSL
ATF1,AUNIP
ATF1,THAP12
ATF1,MTOR
ATF1,EIF2B1
ATF1,NUS1
ATF1,LPCAT1
ATF1,ATP2A3
ATF1,ZBTB14
ATF1,MAP2K7
ATF1,ARNT
ATF1,TTF2
ATF1,GCN1
ATF1,EIF3I
ATF1,RNPS1
ATF1,MORC2
ATF1,RBM8A
ATF1,MRPS6
ATF1,PSMA6
ATF1,POLR2C
ATF1,SETD4
ATF1,GPR108
ATF1,SLC35F6
ATF1,POLR2K
ATF1,ATP1B3
ATF1,MED7
ATF1,WDFY2
ATF1,NGDN
ATF1,MTF2
ATF1,SP110
ATF1,HCK
ATF1,FAM13B
ATF1,STYXL1
ATF1,KIF21A
ATF1,TTC17
ATF1,PCIF1
ATF1,ERI2
ATF1,UTP6
ATF1,BACH2
ATF1,RSF1
ATF1,EPC1
ATF1,SLC39A14
ATF1,ATP6V1E1
ATF1,POLR3B
ATF1,IQSEC1
ATF1,HMOX2
ATF1,ZNF263
ATF1,PPP1R11
ATF1,PAWR
ATF1,NPW
ATF1,UBE2Q1
ATF1,CENPQ
ATF1,IPO4
ATF1,TWISTNB
ATF1,WDR82
ATF1,EXOC4
ATF1,CCT6A
ATF1,STK26
ATF1,KIF9
ATF1,SMARCE1
ATF1,CDC40
ATF1,PDGFD
ATF1,ABLIM2
ATF1,FAM207A
ATF1,NUPL2
ATF1,GPN1
ATF1,ISCU
ATF1,TM2D3
ATF1,TMED8
ATF1,SAP30L
ATF1,EVI2B
ATF1,CCAR1
ATF1,ELF2
ATF1,MED4
ATF1,SFXN5
ATF1,TRMT112
ATF1,EFNA4
ATF1,PDRG1
ATF1,RBM23
ATF1,SOS2
ATF1,NAA20
ATF1,GPATCH4
ATF1,DCAKD
ATF1,PITRM1
ATF1,PPP1R9B
ATF1,ZNF551
ATF1,CHEK1
ATF1,GNE
ATF1,PNPT1
ATF1,COPS8
ATF1,UBA6
ATF1,RPL39
ATF1,KIF13B
ATF1,DTD2
ATF1,TOB1
ATF1,SAT1
ATF1,ABCC4
ATF1,NPM1
ATF1,GCC2
ATF1,MRPS26
ATF1,NPRL2
ATF1,ELP4
ATF1,CARMIL2
ATF1,KIAA0319L
ATF1,ATF7IP
ATF1,EXOC7
ATF1,ZNF507
ATF1,TMEM126A
ATF1,WRAP73
ATF1,BRF1
ATF1,PAICS
ATF1,ATP1A1
ATF1,TSPAN4
ATF1,CXCR4
ATF1,NPTX2
ATF1,VDAC1
ATF1,C3orf38
ATF1,SIKE1
ATF1,RPL23A
ATF1,NLRC5
ATF1,TRMT1
ATF1,KRBA1
ATF1,FAM118B
ATF1,FOXRED1
ATF1,PREPL
ATF1,TNF
ATF1,ARID5A
ATF1,KIAA1328
ATF1,KATNAL1
ATF1,TMEM131
ATF1,LACC1
ATF1,IWS1
ATF1,RRAS
ATF1,OXCT2
ATF1,ATG13
ATF1,LMNA
ATF1,PPIL2
ATF1,SEC24B
ATF1,MTHFD1L
ATF1,NDUFB7
ATF1,CCSER2
ATF1,COMMD2
ATF1,MBD3
ATF1,SLC39A6
ATF1,DGKD
ATF1,DDX5
ATF1,RAP2C-AS1
ATF1,ASL
ATF1,MITD1
ATF1,HNRNPC
ATF1,RPL18A
ATF1,UFM1
ATF1,CDC16
ATF1,ANXA7
ATF1,KIN
ATF1,ANKHD1
ATF1,FAM168B
ATF1,EIF3B
ATF1,TCP11L1
ATF1,ALYREF
ATF1,NRBF2
ATF1,MYC
ATF1,SCO1
ATF1,DPH2
ATF1,FAM24B
ATF1,CCNT2
ATF1,TRMT1L
ATF1,SCNM1
ATF1,GPR180
ATF1,SETD2
ATF1,GALE
ATF1,ZNF330
ATF1,ADSS
ATF1,SRSF2
ATF1,LRRC58
ATF1,MRPS10
ATF1,IDI1
ATF1,UBAC2-AS1
ATF1,MTHFD1
ATF1,YBX1
ATF1,NDUFA4L2
ATF1,UBE2V2
ATF1,CCDC85B
ATF1,BRCC3
ATF1,HMGXB3
ATF1,TIAL1
ATF1,CHD6
ATF1,TTC9C
ATF1,LINC01224
ATF1,CAPZB
ATF1,VPS41
ATF1,NDUFAF4
ATF1,CTNNBL1
ATF1,DGAT2
ATF1,C1orf123
ATF1,WDR45B
ATF1,DCK
ATF1,TCEANC2
ATF1,RCL1
ATF1,VPS13C
ATF1,ZNF428
ATF1,GMPR2
ATF1,SLC7A5
ATF1,NFKBIZ
ATF1,SYTL2
ATF1,EIF2B3
ATF1,SIT1
ATF1,RELL2
ATF1,SCML1
ATF1,TMEM87A
ATF1,SP4
ATF1,LRCH1
ATF1,ZNF180
ATF1,BOLA2-SMG1P6
ATF1,PFDN5
ATF1,TMEM242
ATF1,BLOC1S2
ATF1,VDR
ATF1,SLC36A4
ATF1,BNIP2
ATF1,RPS10
ATF1,LINC00487
ATF1,TM7SF3
ATF1,XIST
ATF1,EIF3E
ATF1,SNX12
ATF1,BUB1B
ATF1,PACSIN3
ATF1,EXOSC5
ATF1,GADD45GIP1
ATF1,JKAMP
ATF1,SLC35A1
ATF1,DDB1
ATF1,C17orf49
ATF1,ZNF552
ATF1,LONRF1
ATF1,ZNF385C
ATF1,PRDM8
ATF1,PHF8
ATF1,AP4E1
ATF1,RPS6KC1
ATF1,TAF1
ATF2,PRKAR2B
ATF2,AGPAT1
ATF2,GOLGA2
ATF2,SLC46A3
ATF2,ZC3H10
ATF2,RRNAD1
ATF2,PFN2
ATF2,SSSCA1
ATF2,PHLPP1
ATF2,NAPA
ATF2,SWI5
ATF2,FOXN2
ATF2,CISD2
ATF2,SLC25A28
ATF2,REST
ATF2,DHRS12
ATF2,UAP1
ATF2,C3orf67
ATF2,NINJ1
ATF2,ATF2
ATF2,MMGT1
ATF2,STAT3
ATF2,WARS2
ATF2,FBXO8
ATF2,SLC35F5
ATF2,SLC25A33
ATF2,LRRC32
ATF2,LDAH
ATF2,CREM
ATF2,RRBP1
ATF2,CELF2
ATF2,SSU72
ATF2,UBE2S
ATF2,ARID2
ATF2,ADARB1
ATF2,TBRG1
ATF2,KIAA1143
ATF2,C14orf28
ATF2,CDIP1
ATF2,IER2
ATF2,OXSR1
ATF2,TCF4
ATF2,UBE2H
ATF2,BCKDK
ATF2,ATP6V1A
ATF2,JARID2
ATF2,OTUD1
ATF2,STK38L
ATF2,SRPRA
ATF2,CCNA2
ATF2,TNKS2
ATF2,MAPRE1
ATF2,MED24
ATF2,PHF19
ATF2,OSBPL10-AS1
ATF3,BBC3
ATF3,PHLPP1
ATF3,RARA
ATF3,THUMPD2
ATF3,PELI1
ATF3,QTRT1
ATF3,CDIP1
ATF3,ODC1
ATF3,SNN
ATF3,FBXL5
ATF3,NUDT9
ATF3,CCND2
ATF3,AKIRIN1
ATF3,KIAA0232
ATF3,CHMP2A
ATF3,PRRC2A
ATF3,SLC38A1
ATF3,SPTLC1
ATF3,MAP4
ATF3,IFRD1
ATF3,KCNN4
ATF3,NINJ2
ATF3,SDCBP
ATF3,ZC3H12D
ATF3,GADD45A
ATF3,PCK2
ATF3,DUSP10
ATF3,LYRM1
ATF3,GAK
ATF3,HERC1
ATF3,CLMN
ATF3,DNPEP
ATF3,REL
ATF3,TBC1D23
ATF3,HAUS6
ATF3,TNFAIP8
ATF3,VPS41
ATF3,SLC3A2
ATF3,PICK1
ATF3,PPP6R3
ATF3,STAU1
ATF3,TRIAP1
ATF3,GLTP
ATF3,SLC4A7
ATF3,CHIC2
ATF3,CDC27
ATF3,RCN1
ATF3,VDAC3
ATF3,CD86
ATF3,CFAP97
ATF3,LRRC58
ATF3,LINC01003
ATF3,MTRNR2L1
ATF3,SNHG7
ATF3,DDX20
ATF3,FEZ2
ATF3,NFKBIZ
ATF3,TIMM44
ATF3,GPR183
ATF3,THAP9-AS1
ATF3,TUBE1
ATF3,PLEKHO2
ATF3,RAB11FIP1
ATF3,RNF11
ATF3,B3GNT7
ATF3,PUSL1
ATF3,TMEM126A
ATF3,PPP1CB
ATF3,CRLS1
ATF3,TMEM267
ATF3,CENPU
ATF3,BOLA2B
ATF3,POR
ATF3,GNPTG
ATF3,STAMBPL1
ATF3,RIN3
ATF3,PVT1
ATF3,DDX19A
ATF3,BACH1
ATF3,PLK2
ATF3,ATXN2L
ATF3,TFEC
ATF3,POLR1E
ATF3,C21orf2
ATF3,TSR1
ATF3,HEATR1
ATF3,AMD1
ATF3,PLK3
ATF3,TSPYL2
ATF3,EIF2S2
ATF3,UPP1
ATF3,MIR22HG
ATF3,CNOT1
ATF3,PNO1
ATF3,PUS1
ATF3,MTHFD1L
ATF3,C19orf25
ATF3,ICAM1
ATF3,NIFK
ATF3,DVL2
ATF3,RAD9A
ATF3,RRAGC
ATF3,ATXN3
ATF3,MAFG
ATF3,UBE2B
ATF3,POLR3C
ATF3,C19orf24
ATF3,ATF3
ATF3,ZC3H4
ATF3,EIF5A2
ATF3,HDAC9
ATF3,MED28
ATF3,KCNG1
ATF3,USP12
ATF3,GNB2
ATF3,SLC16A1
ATF3,SLC20A1
ATF3,RNF146
ATF3,BANP
ATF3,KDM6B
ATF3,TRIP6
ATF3,EIF1B
ATF3,PMAIP1
ATF3,FARSA
ATF3,C1orf174
ATF3,ABCE1
ATF3,JUN
ATF3,NDUFA10
ATF3,RBM18
ATF3,SNHG15
ATF3,PPP1R15A
ATF3,COQ7
ATF3,MAP3K13
ATF3,PEF1
ATF3,NUP214
ATF3,NSUN6
ATF3,EIF1
ATF3,RUNX3
ATF3,MAGOHB
ATF3,SLC25A33
ATF3,CEBPG
ATF3,ZFAND5
ATF3,ATL2
ATF3,NFKB2
ATF3,ADGRE5
ATF3,EIF5
ATF3,EIF4EBP1
ATF3,PIP5K1B
ATF3,CCDC50
ATF3,KLF10
ATF3,MIR155HG
ATF3,CD44
ATF3,NFIC
ATF3,LIAS
ATF3,CWC25
ATF3,MYC
ATF3,LIG3
ATF3,ZBTB10
ATF3,PRMT1
ATF3,UPF2
ATF3,BCL2
ATF3,E2F7
ATF3,PPP3R1
ATF3,MIA3
ATF3,TIMM22
ATF3,FDXR
ATF3,MAP1LC3B
ATF3,SLC25A26
ATF3,GARS
ATF3,DCAF13
ATF3,RPIA
ATF3,AEN
ATF3,GOLIM4
ATF3,CDKN1A
ATF3,GADD45G
ATF3,SLC1A5
ATF3,ESF1
ATF3,PAWR
ATF3,MIEF1
ATF3,WARS2
ATF3,CAV1
ATF3,ITFG2
ATF3,PTER
ATF3,C22orf46
ATF3,PYCR1
ATF3,MRPL49
ATF3,METTL1
ATF3,NPW
ATF3,ZHX1
ATF3,ZFR
ATF3,FIGNL1
ATF3,MARCKS
ATF3,WDR1
ATF3,CTNNB1
ATF3,VAMP2
ATF3,FAS
ATF3,ACTA2
ATF3,FKBP4
ATF3,FKRP
ATF3,ASCC2
ATF3,ITPR2
ATF3,UBE2F
ATF3,WTAP
ATF3,BCL2L1
ATF3,DUSP22
ATF3,ZFAS1
ATF3,NOL9
ATF3,GGNBP2
ATF3,STAT5A
ATF3,GADD45B
ATF3,NFKB1
ATF3,TCAIM
ATF3,CCDC174
ATF3,RBM7
ATF3,SAFB2
