gene_name	set
SPSB2	COSTIM_up
ATN1	COSTIM_up
NT5DC3	COSTIM_up
GOLT1B	COSTIM_up
LDHB	COSTIM_up
CMAS	COSTIM_up
AICDA	COSTIM_up
RAB35	COSTIM_up
COX6A1	COSTIM_up
SRSF9	COSTIM_up
DSE	COSTIM_up
RWDD1	COSTIM_up
PAK1IP1	COSTIM_up
RNGTT	COSTIM_up
HDDC2	COSTIM_up
HINT3	COSTIM_up
UST	COSTIM_up
ULBP1	COSTIM_up
MTRF1L	COSTIM_up
KCTD20	COSTIM_up
SRSF3	COSTIM_up
SOD2	COSTIM_up
MRPL18	COSTIM_up
MCM3	COSTIM_up
RNF8	COSTIM_up
PHACTR1	COSTIM_up
CD83	COSTIM_up
MDN1	COSTIM_up
BAG2	COSTIM_up
CCNC	COSTIM_up
E2F3	COSTIM_up
PTP4A1	COSTIM_up
ASCC3	COSTIM_up
ACOT13	COSTIM_up
SMAP1	COSTIM_up
RPS12	COSTIM_up
C6orf62	COSTIM_up
GMNN	COSTIM_up
SNX3	COSTIM_up
HBS1L	COSTIM_up
PEX7	COSTIM_up
ZBTB24	COSTIM_up
ARFGEF3	COSTIM_up
EPM2A	COSTIM_up
SLC39A7	COSTIM_up
CUTA	COSTIM_up
QKI	COSTIM_up
TFEB	COSTIM_up
BYSL	COSTIM_up
TBP	COSTIM_up
PPP2R5D	COSTIM_up
MRPL2	COSTIM_up
SRF	COSTIM_up
DNPH1	COSTIM_up
DUSP22	COSTIM_up
EXOC2	COSTIM_up
COX7A2	COSTIM_up
TMEM30A	COSTIM_up
GMDS	COSTIM_up
VEGFA	COSTIM_up
PRPF4B	COSTIM_up
SLC29A1	COSTIM_up
FBRSL1	COSTIM_up
NUDT12	COSTIM_up
HMGCS1	COSTIM_up
DAP	COSTIM_up
MRPS30	COSTIM_up
HSPA9	COSTIM_up
MRPS27	COSTIM_up
PFDN1	COSTIM_up
SLC4A9	COSTIM_up
LOX	COSTIM_up
IK	COSTIM_up
HMGCR	COSTIM_up
THG1L	COSTIM_up
ARSB	COSTIM_up
CLINT1	COSTIM_up
CNOT6	COSTIM_up
TTC1	COSTIM_up
POLR3G	COSTIM_up
DROSHA	COSTIM_up
LMNB1	COSTIM_up
GOLPH3	COSTIM_up
SUB1	COSTIM_up
TARS1	COSTIM_up
RAD1	COSTIM_up
BRIX1	COSTIM_up
PRLR	COSTIM_up
RAD50	COSTIM_up
ST8SIA4	COSTIM_up
GNPDA1	COSTIM_up
SKP1	COSTIM_up
NUP155	COSTIM_up
PPP2CA	COSTIM_up
TRAPPC13	COSTIM_up
SEC24A	COSTIM_up
TXNDC15	COSTIM_up
RARS1	COSTIM_up
MACROH2A1	COSTIM_up
TCERG1	COSTIM_up
CSNK1A1	COSTIM_up
HMGXB3	COSTIM_up
ATP6V0E1	COSTIM_up
BNIP1	COSTIM_up
SELENOK	COSTIM_up
TIMMDC1	COSTIM_up
CD86	COSTIM_up
NIT2	COSTIM_up
FAM162A	COSTIM_up
KPNA1	COSTIM_up
PCCB	COSTIM_up
UBE3A	COSTIM_up
ARMC8	COSTIM_up
RNF7	COSTIM_up
COL7A1	COSTIM_up
PRKAR2A	COSTIM_up
HES1	COSTIM_up
USP4	COSTIM_up
TFG	COSTIM_up
TUSC2	COSTIM_up
RPL24	COSTIM_up
C3orf14	COSTIM_up
FXR1	COSTIM_up
GBE1	COSTIM_up
UMPS	COSTIM_up
NCBP2	COSTIM_up
SNX4	COSTIM_up
PLXNA1	COSTIM_up
ATP6V1A	COSTIM_up
PODXL2	COSTIM_up
KLHL18	COSTIM_up
SCAP	COSTIM_up
MRPL3	COSTIM_up
MAPKAPK3	COSTIM_up
COMMD2	COSTIM_up
RRP9	COSTIM_up
EIF1B	COSTIM_up
ABHD14A-ACY1	COSTIM_up
SSR3	COSTIM_up
FOXP1	COSTIM_up
EIF4G1	COSTIM_up
SPCS1	COSTIM_up
NEK4	COSTIM_up
INO80D	COSTIM_up
EEF1B2	COSTIM_up
DGUOK	COSTIM_up
MOB1A	COSTIM_up
IL1A	COSTIM_up
FAHD2A	COSTIM_up
NCL	COSTIM_up
ACTR1B	COSTIM_up
ACTR3	COSTIM_up
SF3B6	COSTIM_up
MPV17	COSTIM_up
GTF3C2	COSTIM_up
EIF2B4	COSTIM_up
NRBP1	COSTIM_up
PSMD14	COSTIM_up
SNX17	COSTIM_up
PPM1G	COSTIM_up
IFIH1	COSTIM_up
RPS15	COSTIM_up
INO80B	COSTIM_up
MOGS	COSTIM_up
NDUFS7	COSTIM_up
PCGF1	COSTIM_up
AUP1	COSTIM_up
HTRA2	COSTIM_up
LOXL3	COSTIM_up
POLE4	COSTIM_up
MRPL19	COSTIM_up
LANCL1	COSTIM_up
WDR75	COSTIM_up
FANCL	COSTIM_up
FN1	COSTIM_up
STAT1	COSTIM_up
GLS	COSTIM_up
CCT4	COSTIM_up
TXNDC9	COSTIM_up
COQ10B	COSTIM_up
SF3B1	COSTIM_up
CHST10	COSTIM_up
PDCL3	COSTIM_up
HSPE1	COSTIM_up
PLCD4	COSTIM_up
ZNF142	COSTIM_up
IL1R1	COSTIM_up
CNPPD1	COSTIM_up
UXS1	COSTIM_up
ABCB6	COSTIM_up
STK16	COSTIM_up
HDLBP	COSTIM_up
PPP1R7	COSTIM_up
PASK	COSTIM_up
STK25	COSTIM_up
ID2	COSTIM_up
TAF1B	COSTIM_up
ODC1	COSTIM_up
NOL10	COSTIM_up
PLEKHB2	COSTIM_up
GORASP2	COSTIM_up
CEBPZ	COSTIM_up
DCAF17	COSTIM_up
RAB3GAP1	COSTIM_up
SLC25A12	COSTIM_up
DARS1	COSTIM_up
SRSF7	COSTIM_up
KYNU	COSTIM_up
COX7A2L	COSTIM_up
PNO1	COSTIM_up
PLEK	COSTIM_up
ATF2	COSTIM_up
THADA	COSTIM_up
AAK1	COSTIM_up
ARID3A	COSTIM_up
SUMO1	COSTIM_up
GRIN3B	COSTIM_up
NFE2L2	COSTIM_up
MSH6	COSTIM_up
SPR	COSTIM_up
FARSB	COSTIM_up
BCL9	COSTIM_up
DHCR24	COSTIM_up
MARK1	COSTIM_up
CACYBP	COSTIM_up
SCP2	COSTIM_up
CEP104	COSTIM_up
FAM20B	COSTIM_up
LRRC42	COSTIM_up
MRPL37	COSTIM_up
ICMT	COSTIM_up
RPL22	COSTIM_up
CHD5	COSTIM_up
PARK7	COSTIM_up
AMPD2	COSTIM_up
SRSF4	COSTIM_up
MECR	COSTIM_up
EDEM3	COSTIM_up
WDR77	COSTIM_up
ATP5PB	COSTIM_up
HDAC1	COSTIM_up
CAPZA1	COSTIM_up
SCAMP3	COSTIM_up
DLGAP3	COSTIM_up
SFPQ	COSTIM_up
ARHGEF2	COSTIM_up
LAMTOR2	COSTIM_up
MEF2D	COSTIM_up
SRM	COSTIM_up
FBXO6	COSTIM_up
MAD2L2	COSTIM_up
IVNS1ABP	COSTIM_up
MFN2	COSTIM_up
MIIP	COSTIM_up
SMG7	COSTIM_up
NCF2	COSTIM_up
RO60	COSTIM_up
UCHL5	COSTIM_up
BCAS2	COSTIM_up
AGMAT	COSTIM_up
PLEKHM2	COSTIM_up
CRYZ	COSTIM_up
PHTF1	COSTIM_up
ZBTB17	COSTIM_up
CD58	COSTIM_up
TTF2	COSTIM_up
KIF21B	COSTIM_up
ADPRHL2	COSTIM_up
MAP7D1	COSTIM_up
WARS2	COSTIM_up
MRPS15	COSTIM_up
GNPAT	COSTIM_up
TSNAX	COSTIM_up
C1orf109	COSTIM_up
RRAGC	COSTIM_up
NID1	COSTIM_up
MTR	COSTIM_up
RIMS3	COSTIM_up
ETV3	COSTIM_up
ACADM	COSTIM_up
SLAMF1	COSTIM_up
ADGRL2	COSTIM_up
SDHB	COSTIM_up
RPF1	COSTIM_up
UAP1	COSTIM_up
KLHL12	COSTIM_up
ZNHIT6	COSTIM_up
RBBP5	COSTIM_up
GBP1	COSTIM_up
PINK1-AS	COSTIM_up
CDK18	COSTIM_up
RAB29	COSTIM_up
ECE1	COSTIM_up
GALE	COSTIM_up
PRPF3	COSTIM_up
APH1A	COSTIM_up
EBNA1BP2	COSTIM_up
CDC20	COSTIM_up
IPO13	COSTIM_up
ATP6V0B	COSTIM_up
B4GALT2	COSTIM_up
ERI3	COSTIM_up
PTCH2	COSTIM_up
AKR1A1	COSTIM_up
PRDX1	COSTIM_up
PIK3R3	COSTIM_up
SLC19A2	COSTIM_up
FAAH	COSTIM_up
NSUN4	COSTIM_up
DR1	COSTIM_up
PRRC2C	COSTIM_up
DPH5	COSTIM_up
PRDX6	COSTIM_up
DARS2	COSTIM_up
UTP25	COSTIM_up
RCAN3	COSTIM_up
MTFR1L	COSTIM_up
RPS6KA1	COSTIM_up
DHDDS	COSTIM_up
ARID1A	COSTIM_up
RPA2	COSTIM_up
PPP1R8	COSTIM_up
CD3EAP	COSTIM_up
RCN2	COSTIM_up
CTSD	COSTIM_up
STK11	COSTIM_up
KPTN	COSTIM_up
RPS25	COSTIM_up
CAMSAP2	COSTIM_up
ATF6	COSTIM_up
MREG	COSTIM_up
FASTKD2	COSTIM_up
NRP2	COSTIM_up
KLF7	COSTIM_up
B4GALT6	COSTIM_up
ATP10B	COSTIM_up
SPCS2	COSTIM_up
UBE3D	COSTIM_up
ANKRD13C	COSTIM_up
ZC2HC1B	COSTIM_up
PLAGL1	COSTIM_up
FBXO30	COSTIM_up
TNFAIP3	COSTIM_up
SGK1	COSTIM_up
MED28	COSTIM_up
RXYLT1	COSTIM_up
VAMP8	COSTIM_up
DCLRE1B	COSTIM_up
MYL12B	COSTIM_up
RPN2	COSTIM_up
TGIF2	COSTIM_up
CCNI	COSTIM_up
RARRES1	COSTIM_up
MFSD1	COSTIM_up
RAB3GAP2	COSTIM_up
EEF2KMT	COSTIM_up
UBN1	COSTIM_up
UCHL3	COSTIM_up
LDAH	COSTIM_up
CCND2	COSTIM_up
ELL2	COSTIM_up
CYP20A1	COSTIM_up
NDUFB3	COSTIM_up
GTF3C3	COSTIM_up
TJP2	COSTIM_up
CPSF3	COSTIM_up
SENP5	COSTIM_up
HEATR1	COSTIM_up
RAD23B	COSTIM_up
ABITRAM	COSTIM_up
SET	COSTIM_up
GLE1	COSTIM_up
RAB14	COSTIM_up
FBXW2	COSTIM_up
NEK6	COSTIM_up
PPP6C	COSTIM_up
NDUFA8	COSTIM_up
RBM18	COSTIM_up
MAPKAP1	COSTIM_up
ALG2	COSTIM_up
ZBTB45	COSTIM_up
DCAF4	COSTIM_up
FCF1	COSTIM_up
NEK9	COSTIM_up
ACOT2	COSTIM_up
AREL1	COSTIM_up
MLH3	COSTIM_up
SLIRP	COSTIM_up
RBM25	COSTIM_up
EIF2B2	COSTIM_up
NRDE2	COSTIM_up
GPR75	COSTIM_up
SUPT7L	COSTIM_up
DNMT3A	COSTIM_up
TMEM214	COSTIM_up
FAM98A	COSTIM_up
IDE	COSTIM_up
GPAM	COSTIM_up
SMNDC1	COSTIM_up
HELLS	COSTIM_up
TCTN3	COSTIM_up
KCNIP2	COSTIM_up
GOT1	COSTIM_up
PANK3	COSTIM_up
RCL1	COSTIM_up
CAAP1	COSTIM_up
CD274	COSTIM_up
NUP43	COSTIM_up
MTHFD1L	COSTIM_up
PCMT1	COSTIM_up
CYSTM1	COSTIM_up
WDR55	COSTIM_up
CENPL	COSTIM_up
ACAT2	COSTIM_up
TCP1	COSTIM_up
MSANTD2	COSTIM_up
PDZD11	COSTIM_up
NUDCD1	COSTIM_up
ENY2	COSTIM_up
KIAA1217	COSTIM_up
TAF12	COSTIM_up
TNFSF11	COSTIM_up
DNAJC15	COSTIM_up
PROSER1	COSTIM_up
UFM1	COSTIM_up
WBP4	COSTIM_up
HSPH1	COSTIM_up
ALG5	COSTIM_up
EXOSC8	COSTIM_up
ETF1	COSTIM_up
SIL1	COSTIM_up
SERP1	COSTIM_up
UTP20	COSTIM_up
TMPO	COSTIM_up
ARL1	COSTIM_up
MTERF2	COSTIM_up
SOCS2	COSTIM_up
DUSP4	COSTIM_up
TNFRSF10B	COSTIM_up
SORBS3	COSTIM_up
PPP3CC	COSTIM_up
PDLIM2	COSTIM_up
UBIAD1	COSTIM_up
TARDBP	COSTIM_up
TNFRSF8	COSTIM_up
ZNF706	COSTIM_up
LYPLA1	COSTIM_up
COPS5	COSTIM_up
AKAP1	COSTIM_up
COIL	COSTIM_up
SLC35B1	COSTIM_up
PYROXD1	COSTIM_up
LHX4	COSTIM_up
RNF2	COSTIM_up
SEC22A	COSTIM_up
B4GALT4	COSTIM_up
NAA50	COSTIM_up
CD80	COSTIM_up
DESI2	COSTIM_up
ZCCHC17	COSTIM_up
KHDRBS1	COSTIM_up
TMEM39B	COSTIM_up
ZNF639	COSTIM_up
PDS5A	COSTIM_up
LIAS	COSTIM_up
GTDC1	COSTIM_up
ZRANB3	COSTIM_up
RPL21	COSTIM_up
GTF3A	COSTIM_up
RASL11A	COSTIM_up
FYTTD1	COSTIM_up
MRPS2	COSTIM_up
COPA	COSTIM_up
RBBP6	COSTIM_up
ZC3H7A	COSTIM_up
SHLD2	COSTIM_up
PRXL2A	COSTIM_up
RPL5	COSTIM_up
TRMT13	COSTIM_up
RPAP2	COSTIM_up
PMS2	COSTIM_up
ZMIZ2	COSTIM_up
CBX3	COSTIM_up
HNRNPA2B1	COSTIM_up
INHBA	COSTIM_up
ARL4A	COSTIM_up
CCZ1	COSTIM_up
MRM2	COSTIM_up
SMU1	COSTIM_up
SLC25A51	COSTIM_up
CLTA	COSTIM_up
DCAF10	COSTIM_up
PLAU	COSTIM_up
SRGN	COSTIM_up
CISD1	COSTIM_up
ECD	COSTIM_up
P4HA1	COSTIM_up
SLC25A16	COSTIM_up
ZWINT	COSTIM_up
VPS26A	COSTIM_up
RBM19	COSTIM_up
DDX54	COSTIM_up
CDKN2C	COSTIM_up
RNF11	COSTIM_up
ACOT9	COSTIM_up
PRDX4	COSTIM_up
DDX39A	COSTIM_up
PKN1	COSTIM_up
TRIR	COSTIM_up
ADGRE5	COSTIM_up
GIPC1	COSTIM_up
SPRYD7	COSTIM_up
EBPL	COSTIM_up
ZC3H13	COSTIM_up
NLN	COSTIM_up
OPTN	COSTIM_up
ATF1	COSTIM_up
TSFM	COSTIM_up
SPATS2	COSTIM_up
ORMDL2	COSTIM_up
ATG101	COSTIM_up
IKZF4	COSTIM_up
TUBA1B	COSTIM_up
EEF1AKMT3	COSTIM_up
KBTBD4	COSTIM_up
ATPAF1	COSTIM_up
AMD1	COSTIM_up
NDUFAF4	COSTIM_up
MORF4L2	COSTIM_up
RAB9A	COSTIM_up
NMI	COSTIM_up
SLC36A1	COSTIM_up
BATF3	COSTIM_up
G0S2	COSTIM_up
RAP2C	COSTIM_up
EXOSC9	COSTIM_up
PLA2G12A	COSTIM_up
CKS2	COSTIM_up
ACSL3	COSTIM_up
CHPF	COSTIM_up
DNPEP	COSTIM_up
ENKD1	COSTIM_up
TTPAL	COSTIM_up
PREX1	COSTIM_up
NCOA5	COSTIM_up
VAPB	COSTIM_up
ATP5F1E	COSTIM_up
TOX2	COSTIM_up
SRSF6	COSTIM_up
ARFGEF2	COSTIM_up
ZNFX1	COSTIM_up
CSE1L	COSTIM_up
RAB22A	COSTIM_up
STAU1	COSTIM_up
MOCS3	COSTIM_up
DDX27	COSTIM_up
KCNK15	COSTIM_up
MTRR	COSTIM_up
FASTKD3	COSTIM_up
PEPD	COSTIM_up
VAMP7	COSTIM_up
STAMBP	COSTIM_up
SNRNP27	COSTIM_up
MPHOSPH10	COSTIM_up
ZNF576	COSTIM_up
BTN2A2	COSTIM_up
MRS2	COSTIM_up
WRNIP1	COSTIM_up
RRP36	COSTIM_up
SNRPC	COSTIM_up
XPO5	COSTIM_up
ABCC10	COSTIM_up
PEX6	COSTIM_up
AARS2	COSTIM_up
RPS10	COSTIM_up
MAD2L1BP	COSTIM_up
MEA1	COSTIM_up
CDKN1A	COSTIM_up
GLO1	COSTIM_up
CPNE5	COSTIM_up
RREB1	COSTIM_up
SSR1	COSTIM_up
RIOK1	COSTIM_up
RPP40	COSTIM_up
ATXN1	COSTIM_up
NUP153	COSTIM_up
EEF1E1	COSTIM_up
RUNX2	COSTIM_up
AHNAK	COSTIM_up
EMC3	COSTIM_up
CNOT1	COSTIM_up
GOT2	COSTIM_up
RAP2A	COSTIM_up
ABCC4	COSTIM_up
HROB	COSTIM_up
UPF3B	COSTIM_up
NDUFA1	COSTIM_up
FAM193A	COSTIM_up
MRPS7	COSTIM_up
GGA3	COSTIM_up
NUP85	COSTIM_up
SLC25A19	COSTIM_up
NT5C	COSTIM_up
MSTO1	COSTIM_up
C1orf61	COSTIM_up
GTF3C4	COSTIM_up
DDX31	COSTIM_up
PPP1R12C	COSTIM_up
PPDPF	COSTIM_up
IL1B	COSTIM_up
CHCHD5	COSTIM_up
POLR1B	COSTIM_up
GTF2F1	COSTIM_up
CLPP	COSTIM_up
MED1	COSTIM_up
RPL23	COSTIM_up
CD70	COSTIM_up
TRIP10	COSTIM_up
TNFSF14	COSTIM_up
OPA3	COSTIM_up
SNRPD2	COSTIM_up
EML2	COSTIM_up
VASP	COSTIM_up
SYMPK	COSTIM_up
GZF1	COSTIM_up
CENPB	COSTIM_up
PSMF1	COSTIM_up
DTD1	COSTIM_up
RBCK1	COSTIM_up
STK35	COSTIM_up
SNRPB	COSTIM_up
DSTN	COSTIM_up
SNRPB2	COSTIM_up
ITPA	COSTIM_up
MCM8	COSTIM_up
MRPS26	COSTIM_up
NCLN	COSTIM_up
HNRNPR	COSTIM_up
ARMCX5	COSTIM_up
RALY	COSTIM_up
DYNLRB1	COSTIM_up
EIF2S2	COSTIM_up
ERGIC3	COSTIM_up
ROMO1	COSTIM_up
PLAGL2	COSTIM_up
PSMB2	COSTIM_up
AGO3	COSTIM_up
UROD	COSTIM_up
PCID2	COSTIM_up
CAPNS1	COSTIM_up
PDCD2L	COSTIM_up
RBM42	COSTIM_up
KIRREL2	COSTIM_up
UBA2	COSTIM_up
FFAR1	COSTIM_up
COX6B1	COSTIM_up
CCR7	COSTIM_up
PRDX5	COSTIM_up
BCL2L12	COSTIM_up
PRMT1	COSTIM_up
SCAF1	COSTIM_up
SBDS	COSTIM_up
STAT5A	COSTIM_up
BECN1	COSTIM_up
TRAP1	COSTIM_up
NSRP1	COSTIM_up
DNAJC8	COSTIM_up
ZNF384	COSTIM_up
EMG1	COSTIM_up
UXT	COSTIM_up
ELK1	COSTIM_up
TIMM17B	COSTIM_up
PCNX4	COSTIM_up
KTN1	COSTIM_up
TRMT5	COSTIM_up
NUP214	COSTIM_up
MAP2K2	COSTIM_up
HNRNPH2	COSTIM_up
TIMM8A	COSTIM_up
CANX	COSTIM_up
INTS11	COSTIM_up
IPPK	COSTIM_up
OMD	COSTIM_up
HIVEP3	COSTIM_up
COX7C	COSTIM_up
TRAF2	COSTIM_up
ABHD8	COSTIM_up
RAP1B	COSTIM_up
RAB3IP	COSTIM_up
YEATS4	COSTIM_up
TRPV5	COSTIM_up
PIN1	COSTIM_up
EMC1	COSTIM_up
UBR4	COSTIM_up
ADGRE2	COSTIM_up
SIN3B	COSTIM_up
SLC35E1	COSTIM_up
UQCR11	COSTIM_up
GFER	COSTIM_up
WDR24	COSTIM_up
CHTF18	COSTIM_up
TUBBP1	COSTIM_up
MACF1	COSTIM_up
SMARCA4	COSTIM_up
TICAM1	COSTIM_up
EMC6	COSTIM_up
METTL16	COSTIM_up
AAMP	COSTIM_up
RNF6	COSTIM_up
ECHS1	COSTIM_up
GNG11	COSTIM_up
SEM1	COSTIM_up
POR	COSTIM_up
STYXL1	COSTIM_up
MTERF1	COSTIM_up
ZFP36	COSTIM_up
SRD5A3	COSTIM_up
PAICS	COSTIM_up
PPAT	COSTIM_up
TUBGCP6	COSTIM_up
ADM2	COSTIM_up
DGCR8	COSTIM_up
SDF2L1	COSTIM_up
YWHAH	COSTIM_up
MGAT3	COSTIM_up
ATF4	COSTIM_up
A4GALT	COSTIM_up
EMC4	COSTIM_up
ATP6V1F	COSTIM_up
LSM8	COSTIM_up
STRIP2	COSTIM_up
IFT22	COSTIM_up
LRRC4	COSTIM_up
CALU	COSTIM_up
IRF5	COSTIM_up
NDUFA5	COSTIM_up
MRPS12	COSTIM_up
MTX2	COSTIM_up
EIF2S2P4	COSTIM_up
HAT1	COSTIM_up
PSMG2	COSTIM_up
INO80	COSTIM_up
ICE2	COSTIM_up
KNSTRN	COSTIM_up
DUT	COSTIM_up
CHAC1	COSTIM_up
CLN6	COSTIM_up
ARPP19	COSTIM_up
CALML4	COSTIM_up
ANAPC13	COSTIM_up
COPB1	COSTIM_up
PSMA1	COSTIM_up
SUMF2	COSTIM_up
SPCS3	COSTIM_up
DCTD	COSTIM_up
USP6	COSTIM_up
PLD2	COSTIM_up
CD68	COSTIM_up
TXNDC17	COSTIM_up
KIF1C	COSTIM_up
MPDU1	COSTIM_up
CCNT1	COSTIM_up
PUS7L	COSTIM_up
KRI1	COSTIM_up
ILF3	COSTIM_up
NGDN	COSTIM_up
DTD2	COSTIM_up
SNX6	COSTIM_up
EGLN3	COSTIM_up
NEDD8	COSTIM_up
DAD1	COSTIM_up
MAP7D3	COSTIM_up
TTI2	COSTIM_up
CHRNA10	COSTIM_up
KLF16	COSTIM_up
DOHH	COSTIM_up
ABHD17A	COSTIM_up
CBFA2T3	COSTIM_up
GALNT8	COSTIM_up
CRACR2A	COSTIM_up
GNL3L	COSTIM_up
ECSIT	COSTIM_up
LDLR	COSTIM_up
ELOF1	COSTIM_up
TOMM40	COSTIM_up
APOC1	COSTIM_up
GADD45G	COSTIM_up
XPO7	COSTIM_up
RPL36	COSTIM_up
KIF1A	COSTIM_up
GTPBP3	COSTIM_up
BST2	COSTIM_up
NSUN5	COSTIM_up
DDA1	COSTIM_up
PGLS	COSTIM_up
LSM7	COSTIM_up
SNX9	COSTIM_up
MLLT1	COSTIM_up
ACTN4	COSTIM_up
STK33	COSTIM_up
NDUFA10	COSTIM_up
ARPC1B	COSTIM_up
UBAC1	COSTIM_up
ZBTB46	COSTIM_up
SAMD10	COSTIM_up
LSP1	COSTIM_up
COL5A1	COSTIM_up
ATXN10	COSTIM_up
TUBGCP2	COSTIM_up
CEP85	COSTIM_up
ADRM1	COSTIM_up
ASS1	COSTIM_up
EXOSC2	COSTIM_up
UCK1	COSTIM_up
CHMP2A	COSTIM_up
UBE2M	COSTIM_up
TRIM28	COSTIM_up
METTL26	COSTIM_up
YIPF2	COSTIM_up
EIF2S3	COSTIM_up
TMEM160	COSTIM_up
ZC3H4	COSTIM_up
LRRC47	COSTIM_up
SESN2	COSTIM_up
ATP5IF1	COSTIM_up
CLIP1	COSTIM_up
ZNF317	COSTIM_up
PPAN	COSTIM_up
EIF3G	COSTIM_up
DNMT1	COSTIM_up
ZNF426	COSTIM_up
DKC1	COSTIM_up
PLXNA3	COSTIM_up
NOL11	COSTIM_up
UBE4B	COSTIM_up
CASZ1	COSTIM_up
UBA1	COSTIM_up
AKAP12	COSTIM_up
LATS1	COSTIM_up
AAR2	COSTIM_up
RBM39	COSTIM_up
ZNF341	COSTIM_up
ATP6V1E1	COSTIM_up
COX4I1	COSTIM_up
EMC8	COSTIM_up
CHMP1A	COSTIM_up
COX7B	COSTIM_up
CAP1	COSTIM_up
PPT1	COSTIM_up
RLIM	COSTIM_up
TRAF3	COSTIM_up
MRPS25	COSTIM_up
RFTN1	COSTIM_up
SLC6A6	COSTIM_up
NR1H2	COSTIM_up
KIF3A	COSTIM_up
TUBG1	COSTIM_up
PSME3	COSTIM_up
RPL27	COSTIM_up
PSMC3IP	COSTIM_up
AOC3	COSTIM_up
ACLY	COSTIM_up
VPS25	COSTIM_up
AOC2	COSTIM_up
NDUFA2	COSTIM_up
DIAPH1	COSTIM_up
UBE2D2	COSTIM_up
C1orf159	COSTIM_up
PPFIA1	COSTIM_up
KREMEN2	COSTIM_up
THOC6	COSTIM_up
TRAF7	COSTIM_up
NINJ1	COSTIM_up
MAP1B	COSTIM_up
IL13RA1	COSTIM_up
WDR44	COSTIM_up
ZCCHC9	COSTIM_up
RARA	COSTIM_up
KHDRBS3	COSTIM_up
CHD1L	COSTIM_up
PEX11B	COSTIM_up
PDHA1	COSTIM_up
MCCC2	COSTIM_up
SELENOS	COSTIM_up
SNRPA1	COSTIM_up
THAP1	COSTIM_up
C19orf12	COSTIM_up
ACTR10	COSTIM_up
GCH1	COSTIM_up
LGALS3	COSTIM_up
DNAJB1	COSTIM_up
ZSWIM4	COSTIM_up
FBXW9	COSTIM_up
TRIM21	COSTIM_up
LRRC41	COSTIM_up
DHX30	COSTIM_up
HSD17B7	COSTIM_up
ENOSF1	COSTIM_up
EMILIN2	COSTIM_up
SLX1A	COSTIM_up
ARFIP2	COSTIM_up
RRP8	COSTIM_up
PTCD3	COSTIM_up
IMMT	COSTIM_up
MRPL35	COSTIM_up
ILKAP	COSTIM_up
PER2	COSTIM_up
PTPRE	COSTIM_up
RAN	COSTIM_up
CLUH	COSTIM_up
MYBBP1A	COSTIM_up
RPA1	COSTIM_up
UBE2G1	COSTIM_up
EEFSEC	COSTIM_up
COQ3	COSTIM_up
SEC61G	COSTIM_up
LANCL2	COSTIM_up
FIGNL1	COSTIM_up
GRSF1	COSTIM_up
ANKRD17	COSTIM_up
UTP3	COSTIM_up
WBP2	COSTIM_up
H3-3B	COSTIM_up
ZRANB2	COSTIM_up
EIF5A	COSTIM_up
KDM6B	COSTIM_up
GPS2	COSTIM_up
RIDA	COSTIM_up
MATN2	COSTIM_up
ERAL1	COSTIM_up
NIP7	COSTIM_up
VPS4A	COSTIM_up
PCNA	COSTIM_up
NXT1	COSTIM_up
POLR3F	COSTIM_up
DAP3	COSTIM_up
KHDC4	COSTIM_up
MMACHC	COSTIM_up
DPH2	COSTIM_up
TOE1	COSTIM_up
NASP	COSTIM_up
MUTYH	COSTIM_up
CTNNBL1	COSTIM_up
ZBED3	COSTIM_up
DCTN4	COSTIM_up
MTUS2	COSTIM_up
XPO4	COSTIM_up
POMP	COSTIM_up
CDK8	COSTIM_up
PEMT	COSTIM_up
SCO1	COSTIM_up
SPART	COSTIM_up
RFC3	COSTIM_up
BEX2	COSTIM_up
TCEAL4	COSTIM_up
FAM104A	COSTIM_up
SLC39A11	COSTIM_up
SRRM1	COSTIM_up
ZNF414	COSTIM_up
HSPBP1	COSTIM_up
CNDP2	COSTIM_up
MACROD1	COSTIM_up
WDR74	COSTIM_up
MYH11	COSTIM_up
MED10	COSTIM_up
MORC2	COSTIM_up
AGAP3	COSTIM_up
KRBA1	COSTIM_up
ACTR3B	COSTIM_up
C12orf29	COSTIM_up
ATP13A3	COSTIM_up
KRAS	COSTIM_up
IPO8	COSTIM_up
LARS1	COSTIM_up
CCDC59	COSTIM_up
SWAP70	COSTIM_up
AMPD3	COSTIM_up
DPF2	COSTIM_up
MEN1	COSTIM_up
ERG28	COSTIM_up
COX16	COSTIM_up
MED6	COSTIM_up
EIF2S1	COSTIM_up
ELP3	COSTIM_up
ADAMDEC1	COSTIM_up
CTIF	COSTIM_up
MBD2	COSTIM_up
IER3IP1	COSTIM_up
MRPS36	COSTIM_up
CCNB1	COSTIM_up
CDK7	COSTIM_up
THUMPD3	COSTIM_up
BHLHE40	COSTIM_up
ARL8B	COSTIM_up
EDEM1	COSTIM_up
MEIS2	COSTIM_up
DPH6	COSTIM_up
EMC7	COSTIM_up
PRPF38B	COSTIM_up
LAMTOR5	COSTIM_up
TRIM45	COSTIM_up
NAPG	COSTIM_up
FKBP11	COSTIM_up
ARF3	COSTIM_up
TMEM106C	COSTIM_up
SLC38A2	COSTIM_up
YWHAQ	COSTIM_up
LDHA	COSTIM_up
CDC73	COSTIM_up
TIMM17A	COSTIM_up
