gene_name	set
PTMS	COSTIM_up
ADIPOR1	COSTIM_up
CYB5R1	COSTIM_up
PSMD4	COSTIM_up
PSMB4	COSTIM_up
HK2	COSTIM_up
ALDH4A1	COSTIM_up
THEM4	COSTIM_up
MED8	COSTIM_up
GPBP1L1	COSTIM_up
NAE1	COSTIM_up
TMEM69	COSTIM_up
EFCAB14	COSTIM_up
CHCHD6	COSTIM_up
CTBP1	COSTIM_up
ATP6V0D1	COSTIM_up
CARMIL2	COSTIM_up
PIP	COSTIM_up
ZYX	COSTIM_up
CCDC117	COSTIM_up
GNE	COSTIM_up
PTGIR	COSTIM_up
CALM3	COSTIM_up
DFFA	COSTIM_up
CCDC28B	COSTIM_up
ATAD3B	COSTIM_up
SSU72	COSTIM_up
UBE2J2	COSTIM_up
CCDC58	COSTIM_up
VMA21	COSTIM_up
FAM86C2P	COSTIM_up
WDR4	COSTIM_up
NDUFV3	COSTIM_up
CBS	COSTIM_up
U2AF1	COSTIM_up
HSF2BP	COSTIM_up
RRP1B	COSTIM_up
PDXK	COSTIM_up
G6PD	COSTIM_up
CSTB	COSTIM_up
RRP1	COSTIM_up
AGPAT3	COSTIM_up
TRAPPC10	COSTIM_up
ITGB2	COSTIM_up
FAM207A	COSTIM_up
RALGDS	COSTIM_up
SPATC1L	COSTIM_up
LSS	COSTIM_up
VAV2	COSTIM_up
MCM3AP	COSTIM_up
PCNT	COSTIM_up
SLC2A6	COSTIM_up
C19orf47	COSTIM_up
CFAP157	COSTIM_up
TOR2A	COSTIM_up
ST6GALNAC6	COSTIM_up
SHKBP1	COSTIM_up
ZDHHC12	COSTIM_up
PKN3	COSTIM_up
TAOK1	COSTIM_up
MED27	COSTIM_up
TLCD1	COSTIM_up
SAFB	COSTIM_up
CHTOP	COSTIM_up
CXCR5	COSTIM_up
ZBTB7B	COSTIM_up
FLAD1	COSTIM_up
SHC1	COSTIM_up
NLRX1	COSTIM_up
ADAR	COSTIM_up
IL6R	COSTIM_up
UBE2Q1	COSTIM_up
CHRNB2	COSTIM_up
CRTC2	COSTIM_up
FDPS	COSTIM_up
RUSC1	COSTIM_up
FAM189B	COSTIM_up
SLC25A44	COSTIM_up
LMNA	COSTIM_up
NBEAL2	COSTIM_up
CCDC12	COSTIM_up
UBQLN4	COSTIM_up
GPATCH4	COSTIM_up
NACC1	COSTIM_up
CPSF4	COSTIM_up
VPS28	COSTIM_up
TONSL	COSTIM_up
PWWP3A	COSTIM_up
LRRC14	COSTIM_up
PPP1R16A	COSTIM_up
SQSTM1	COSTIM_up
MGAT4B	COSTIM_up
RPL8	COSTIM_up
PSMC2	COSTIM_up
MFSD12	COSTIM_up
YDJC	COSTIM_up
DVL3	COSTIM_up
AP2M1	COSTIM_up
ABCF3	COSTIM_up
PCYT1A	COSTIM_up
IKZF3	COSTIM_up
GRIN2C	COSTIM_up
SAP30BP	COSTIM_up
SRSF2	COSTIM_up
LSM12	COSTIM_up
EMC10	COSTIM_up
JOSD2	COSTIM_up
FMNL3	COSTIM_up
LARP4	COSTIM_up
RAVER1	COSTIM_up
ZNF653	COSTIM_up
SENP3	COSTIM_up
EIF4A1	COSTIM_up
RPL26	COSTIM_up
POLR3K	COSTIM_up
SNRNP25	COSTIM_up
JMJD8	COSTIM_up
CCDC78	COSTIM_up
TEDC2	COSTIM_up
TBC1D24	COSTIM_up
NTN3	COSTIM_up
FLYWCH2	COSTIM_up
CLPB	COSTIM_up
UBXN1	COSTIM_up
LBHD1	COSTIM_up
TAF6L	COSTIM_up
RPL29	COSTIM_up
CMPK1	COSTIM_up
COA7	COSTIM_up
CZIB	COSTIM_up
MAGOH	COSTIM_up
PARS2	COSTIM_up
NOL9	COSTIM_up
KLHL21	COSTIM_up
GMEB1	COSTIM_up
AK4	COSTIM_up
DHRS3	COSTIM_up
PEF1	COSTIM_up
RBBP4	COSTIM_up
TMCO4	COSTIM_up
ALPL	COSTIM_up
WNT4	COSTIM_up
TTLL10	COSTIM_up
FAAP20	COSTIM_up
USP1	COSTIM_up
FUBP1	COSTIM_up
TYW3	COSTIM_up
NTNG1	COSTIM_up
HENMT1	COSTIM_up
C1orf52	COSTIM_up
ATXN7L2	COSTIM_up
ZNF326	COSTIM_up
AGL	COSTIM_up
ZNF281	COSTIM_up
ARPC5	COSTIM_up
PEA15	COSTIM_up
PEX19	COSTIM_up
NCSTN	COSTIM_up
FLVCR1	COSTIM_up
ATF3	COSTIM_up
IER5	COSTIM_up
BPNT1	COSTIM_up
C1orf115	COSTIM_up
TFB2M	COSTIM_up
MRPL55	COSTIM_up
REL	COSTIM_up
MEMO1	COSTIM_up
DPY30	COSTIM_up
TYW5	COSTIM_up
MAIP1	COSTIM_up
NUP35	COSTIM_up
CCDC138	COSTIM_up
FBXO41	COSTIM_up
WDCP	COSTIM_up
SGCB	COSTIM_up
SPATA18	COSTIM_up
SGPP2	COSTIM_up
SMARCAD1	COSTIM_up
PDLIM5	COSTIM_up
PACRGL	COSTIM_up
SCNM1	COSTIM_up
VPS72	COSTIM_up
ERCC3	COSTIM_up
IWS1	COSTIM_up
BOLA3	COSTIM_up
CDC42EP3	COSTIM_up
S100A11	COSTIM_up
GNPDA2	COSTIM_up
PAQR3	COSTIM_up
MRPS18C	COSTIM_up
CGGBP1	COSTIM_up
PMVK	COSTIM_up
HIPK1	COSTIM_up
YY1AP1	COSTIM_up
EOGT	COSTIM_up
NAXE	COSTIM_up
POGLUT1	COSTIM_up
ATP1A1	COSTIM_up
LRRC58	COSTIM_up
TMEM183A	COSTIM_up
KRTCAP2	COSTIM_up
ARPC2	COSTIM_up
CCT3	COSTIM_up
RNF25	COSTIM_up
CIP2A	COSTIM_up
CWC22	COSTIM_up
FCRL4	COSTIM_up
STT3B	COSTIM_up
CHCHD4	COSTIM_up
SUCLG1	COSTIM_up
EIF5A2	COSTIM_up
RPL22L1	COSTIM_up
SNHG16	COSTIM_up
PPP4R2	COSTIM_up
NEPRO	COSTIM_up
COX18	COSTIM_up
THOC7	COSTIM_up
PSMD6	COSTIM_up
GMPS	COSTIM_up
RPL9	COSTIM_up
ABHD6	COSTIM_up
DNASE1L3	COSTIM_up
CRELD1	COSTIM_up
PRRT3	COSTIM_up
U2SURP	COSTIM_up
MTHFD2L	COSTIM_up
CXCL1	COSTIM_up
RCHY1	COSTIM_up
ZNF513	COSTIM_up
SLC4A1AP	COSTIM_up
KIAA1143	COSTIM_up
WDR43	COSTIM_up
ZDHHC3	COSTIM_up
ELP6	COSTIM_up
DTX3L	COSTIM_up
SMIM12	COSTIM_up
TPRA1	COSTIM_up
YEATS2	COSTIM_up
ZC3H12A	COSTIM_up
SNIP1	COSTIM_up
POLR2H	COSTIM_up
KLF15	COSTIM_up
RPN1	COSTIM_up
RFC4	COSTIM_up
RPL39L	COSTIM_up
BAP1	COSTIM_up
TKT	COSTIM_up
PRKCD	COSTIM_up
RFT1	COSTIM_up
GNL3	COSTIM_up
PBRM1	COSTIM_up
UVSSA	COSTIM_up
SLBP	COSTIM_up
LRPAP1	COSTIM_up
PIGX	COSTIM_up
MELTF	COSTIM_up
EXO5	COSTIM_up
AIMP1	COSTIM_up
METAP1	COSTIM_up
H2AZ1	COSTIM_up
SLC9B2	COSTIM_up
PGRMC2	COSTIM_up
CDC25A	COSTIM_up
CCDC51	COSTIM_up
ATRIP	COSTIM_up
BSN	COSTIM_up
APEH	COSTIM_up
MON1A	COSTIM_up
RAD54L2	COSTIM_up
WDR82	COSTIM_up
SAP30	COSTIM_up
ANXA5	COSTIM_up
NAA15	COSTIM_up
ICE1	COSTIM_up
ANAPC10	COSTIM_up
ABCE1	COSTIM_up
OTUD4	COSTIM_up
LSM6	COSTIM_up
TMEM184C	COSTIM_up
TMEM161B	COSTIM_up
NDUFAF2	COSTIM_up
SLC25A46	COSTIM_up
ANKRD33B	COSTIM_up
PRRC1	COSTIM_up
AGGF1	COSTIM_up
WDR41	COSTIM_up
NDUFS4	COSTIM_up
GRPEL2	COSTIM_up
RHOBTB3	COSTIM_up
CASP3	COSTIM_up
ERAP1	COSTIM_up
CFAP97	COSTIM_up
UBLCP1	COSTIM_up
UTP15	COSTIM_up
NSA2	COSTIM_up
LINC01600	COSTIM_up
SEPTIN8	COSTIM_up
UQCRQ	COSTIM_up
CGAS	COSTIM_up
SFXN1	COSTIM_up
PDSS2	COSTIM_up
RPS14	COSTIM_up
PTTG1	COSTIM_up
RELL2	COSTIM_up
MIOS	COSTIM_up
FABP5	COSTIM_up
BRI3	COSTIM_up
RAD21	COSTIM_up
TNFRSF11B	COSTIM_up
ORC5	COSTIM_up
DNAAF5	COSTIM_up
OSGIN2	COSTIM_up
GPR146	COSTIM_up
GPER1	COSTIM_up
INTS1	COSTIM_up
SLC4A2	COSTIM_up
FASTK	COSTIM_up
TMUB1	COSTIM_up
PHAX	COSTIM_up
FOXK1	COSTIM_up
COX6C	COSTIM_up
YWHAZ	COSTIM_up
BAALC	COSTIM_up
FZD6	COSTIM_up
CTHRC1	COSTIM_up
SLC25A32	COSTIM_up
DCAF13	COSTIM_up
VIRMA	COSTIM_up
GEM	COSTIM_up
WASHC5	COSTIM_up
RPP25L	COSTIM_up
FAM219A	COSTIM_up
NUDT2	COSTIM_up
UBAP1	COSTIM_up
METTL2B	COSTIM_up
FXN	COSTIM_up
ZMAT4	COSTIM_up
KDM1B	COSTIM_up
C9orf64	COSTIM_up
HNRNPK	COSTIM_up
ZHX1	COSTIM_up
DYNLT3	COSTIM_up
MID1IP1	COSTIM_up
PIGA	COSTIM_up
WNK2	COSTIM_up
NLGN4Y	COSTIM_up
HDX	COSTIM_up
NDUFB6	COSTIM_up
NOL6	COSTIM_up
VCP	COSTIM_up
STOML2	COSTIM_up
WRN	COSTIM_up
CFL2	COSTIM_up
SUGT1	COSTIM_up
GTF2A1	COSTIM_up
SLC16A9	COSTIM_up
REEP3	COSTIM_up
PKNOX2	COSTIM_up
LRR1	COSTIM_up
RPL36AL	COSTIM_up
DNAAF2	COSTIM_up
ZNF22	COSTIM_up
EML5	COSTIM_up
RPUSD4	COSTIM_up
AKR1E2	COSTIM_up
NUDT5	COSTIM_up
ATP5F1C	COSTIM_up
VDAC2	COSTIM_up
COMTD1	COSTIM_up
PDZD8	COSTIM_up
ABRAXAS2	COSTIM_up
FAM204A	COSTIM_up
PRDX3	COSTIM_up
ENOX2	COSTIM_up
GHITM	COSTIM_up
SNAPC4	COSTIM_up
PMPCA	COSTIM_up
ENTR1	COSTIM_up
HPRT1	COSTIM_up
DIPK1B	COSTIM_up
ZMYND19	COSTIM_up
DDX21	COSTIM_up
BMS1	COSTIM_up
FUNDC2	COSTIM_up
NSMF	COSTIM_up
TRUB1	COSTIM_up
E2F7	COSTIM_up
PACSIN3	COSTIM_up
SLC39A13	COSTIM_up
PSMC3	COSTIM_up
RAPSN	COSTIM_up
TC2N	COSTIM_up
CPSF2	COSTIM_up
SMCO2	COSTIM_up
IFI27L1	COSTIM_up
ARL5B	COSTIM_up
TAF1D	COSTIM_up
ABTB2	COSTIM_up
SPRED1	COSTIM_up
GPT2	COSTIM_up
RAB8B	COSTIM_up
RPUSD2	COSTIM_up
HIF1AN	COSTIM_up
NDUFB8	COSTIM_up
BRD7	COSTIM_up
TRMT61A	COSTIM_up
BAG5	COSTIM_up
API5	COSTIM_up
HPS6	COSTIM_up
NOLC1	COSTIM_up
ALKBH3	COSTIM_up
COPS2	COSTIM_up
CCT2	COSTIM_up
PCBD1	COSTIM_up
ZNF202	COSTIM_up
STXBP4	COSTIM_up
CUL5	COSTIM_up
MYRFL	COSTIM_up
TRIM44	COSTIM_up
TAF10	COSTIM_up
NETO1	COSTIM_up
CYB5A	COSTIM_up
USP54	COSTIM_up
CYB5R2	COSTIM_up
SERPINB8	COSTIM_up
IDH3A	COSTIM_up
RPL27A	COSTIM_up
DENND2B	COSTIM_up
ATMIN	COSTIM_up
LEO1	COSTIM_up
TMX3	COSTIM_up
WEE1	COSTIM_up
HDGFL3	COSTIM_up
MCM7	COSTIM_up
TMED3	COSTIM_up
SEC11C	COSTIM_up
TMEM135	COSTIM_up
CENPV	COSTIM_up
CIAO2B	COSTIM_up
HSP90B1	COSTIM_up
TVP23A	COSTIM_up
PLEKHA7	COSTIM_up
B2M	COSTIM_up
SAAL1	COSTIM_up
PPIB	COSTIM_up
SCNN1G	COSTIM_up
DCTN5	COSTIM_up
CLPX	COSTIM_up
ZBTB39	COSTIM_up
STAT6	COSTIM_up
PATL1	COSTIM_up
STX3	COSTIM_up
MRPL16	COSTIM_up
YWHAB	COSTIM_up
MAP1A	COSTIM_up
RCCD1	COSTIM_up
MARS1	COSTIM_up
MBD6	COSTIM_up
PDIA3	COSTIM_up
NUDT21	COSTIM_up
PBX3	COSTIM_up
PHB	COSTIM_up
SNRPD1	COSTIM_up
SAMD14	COSTIM_up
GOLGA2	COSTIM_up
TRUB2	COSTIM_up
COQ4	COSTIM_up
SLC27A4	COSTIM_up
URM1	COSTIM_up
DOLPP1	COSTIM_up
ENDOG	COSTIM_up
C15orf39	COSTIM_up
COQ7	COSTIM_up
CRK	COSTIM_up
FBXO22	COSTIM_up
TBC1D2B	COSTIM_up
RNF214	COSTIM_up
CDK12	COSTIM_up
ATP5MG	COSTIM_up
RRM1	COSTIM_up
PRRT2	COSTIM_up
IRGQ	COSTIM_up
ZNF668	COSTIM_up
VKORC1	COSTIM_up
SMG8	COSTIM_up
RAB8A	COSTIM_up
GPX4	COSTIM_up
KLHL26	COSTIM_up
GATAD2A	COSTIM_up
MVD	COSTIM_up
TRAPPC2L	COSTIM_up
RSKR	COSTIM_up
RPL13	COSTIM_up
KMT2D	COSTIM_up
CORO6	COSTIM_up
RHEBL1	COSTIM_up
TUBA1A	COSTIM_up
TUBA1C	COSTIM_up
NFKBID	COSTIM_up
ZNF526	COSTIM_up
ZNF146	COSTIM_up
SPINT2	COSTIM_up
YIF1B	COSTIM_up
DAPK3	COSTIM_up
EEF2	COSTIM_up
CHAF1A	COSTIM_up
UBXN6	COSTIM_up
HDGFL2	COSTIM_up
ZNF444	COSTIM_up
GLOD4	COSTIM_up
MFSD3	COSTIM_up
GPT	COSTIM_up
SRR	COSTIM_up
TSR1	COSTIM_up
TRPV3	COSTIM_up
C19orf48	COSTIM_up
OTUB1	COSTIM_up
CD320	COSTIM_up
SPRYD3	COSTIM_up
NDUFV1	COSTIM_up
CDK2AP2	COSTIM_up
PRDX2	COSTIM_up
ZNF232	COSTIM_up
MIS12	COSTIM_up
MRPL58	COSTIM_up
ATP5PD	COSTIM_up
TMEM88	COSTIM_up
SRP68	COSTIM_up
FAM234A	COSTIM_up
ZNF598	COSTIM_up
RAB26	COSTIM_up
MLST8	COSTIM_up
E4F1	COSTIM_up
ECI1	COSTIM_up
CASKIN1	COSTIM_up
KCTD5	COSTIM_up
DDB1	COSTIM_up
VPS37C	COSTIM_up
BEST1	COSTIM_up
FTH1	COSTIM_up
POLR2G	COSTIM_up
SLC3A2	COSTIM_up
RPSA	COSTIM_up
FADD	COSTIM_up
SAC3D1	COSTIM_up
SF1	COSTIM_up
CCDC88B	COSTIM_up
COPS6	COSTIM_up
NUDT16L1	COSTIM_up
RNF187	COSTIM_up
HOOK3	COSTIM_up
MAPK1IP1L	COSTIM_up
DDIT4	COSTIM_up
RBPJ	COSTIM_up
ZCCHC4	COSTIM_up
UBTD2	COSTIM_up
NKIRAS2	COSTIM_up
DNAJC7	COSTIM_up
KCNV2	COSTIM_up
IRF2BP2	COSTIM_up
NT5DC2	COSTIM_up
SMIM4	COSTIM_up
COA6	COSTIM_up
MGAT2	COSTIM_up
MMADHC	COSTIM_up
PDHB	COSTIM_up
MPLKIP	COSTIM_up
IRF2	COSTIM_up
ARF4	COSTIM_up
SEPTIN2	COSTIM_up
FILIP1L	COSTIM_up
MFSD2A	COSTIM_up
DTYMK	COSTIM_up
TAP1	COSTIM_up
ING5	COSTIM_up
STIP1	COSTIM_up
SCNN1B	COSTIM_up
ATXN2L	COSTIM_up
POLR3D	COSTIM_up
FEN1	COSTIM_up
SLC20A2	COSTIM_up
STAT3	COSTIM_up
ZSWIM1	COSTIM_up
NDUFS5	COSTIM_up
TMEM208	COSTIM_up
AHCYL1	COSTIM_up
DNAJC21	COSTIM_up
SEMA4C	COSTIM_up
PPIP5K1	COSTIM_up
ZBTB5	COSTIM_up
CHTF8	COSTIM_up
LCMT2	COSTIM_up
ZNF507	COSTIM_up
STX18	COSTIM_up
GFM1	COSTIM_up
DDX19A	COSTIM_up
USP39	COSTIM_up
TNIP2	COSTIM_up
TMEM150A	COSTIM_up
RNF181	COSTIM_up
MAT2A	COSTIM_up
LETM1	COSTIM_up
MFF	COSTIM_up
PXDC1	COSTIM_up
E2F6	COSTIM_up
FEM1B	COSTIM_up
COMMD8	COSTIM_up
ATP5ME	COSTIM_up
UQCRFS1	COSTIM_up
SLC49A3	COSTIM_up
MAP2K1	COSTIM_up
HNRNPH1	COSTIM_up
ASMTL	COSTIM_up
SLC25A6	COSTIM_up
CSNK1G1	COSTIM_up
ZNF354A	COSTIM_up
ATF5	COSTIM_up
UBE2V2	COSTIM_up
ZBTB43	COSTIM_up
XPO6	COSTIM_up
APEX2	COSTIM_up
NSMCE1	COSTIM_up
NPIPB12	COSTIM_up
CD2BP2	COSTIM_up
TBC1D10B	COSTIM_up
LMAN2	COSTIM_up
PRELID1	COSTIM_up
SLC50A1	COSTIM_up
CXCL10	COSTIM_up
NPIPB3	COSTIM_up
NMD3	COSTIM_up
GPRIN1	COSTIM_up
MRPL1	COSTIM_up
PGM2	COSTIM_up
MINAR1	COSTIM_up
SNUPN	COSTIM_up
SIN3A	COSTIM_up
ARL13B	COSTIM_up
NPR1	COSTIM_up
CXCL8	COSTIM_up
PCBP1	COSTIM_up
HINT1	COSTIM_up
NFU1	COSTIM_up
RAMAC	COSTIM_up
APLF	COSTIM_up
BOLA2B	COSTIM_up
RGPD8	COSTIM_up
HIC2	COSTIM_up
BUB1	COSTIM_up
SPNS1	COSTIM_up
CHRNA5	COSTIM_up
CENPX	COSTIM_up
ASPSCR1	COSTIM_up
FASN	COSTIM_up
CNBP	COSTIM_up
DUS1L	COSTIM_up
GPS1	COSTIM_up
DCXR	COSTIM_up
ZNF32	COSTIM_up
NRG4	COSTIM_up
LIMS1	COSTIM_up
TMEM266	COSTIM_up
UGP2	COSTIM_up
HNRNPF	COSTIM_up
CSGALNACT2	COSTIM_up
AVEN	COSTIM_up
SYAP1	COSTIM_up
TOR1AIP2	COSTIM_up
GUSB	COSTIM_up
ZNF764	COSTIM_up
ZNF768	COSTIM_up
PUSL1	COSTIM_up
SF3B5	COSTIM_up
ZNF35	COSTIM_up
CHD3	COSTIM_up
ALCAM	COSTIM_up
YWHAG	COSTIM_up
UBE2E3	COSTIM_up
CNTROB	COSTIM_up
TRAPPC1	COSTIM_up
TMEM192	COSTIM_up
UBE2E1	COSTIM_up
HNRNPA3	COSTIM_up
USP38	COSTIM_up
NANP	COSTIM_up
USP47	COSTIM_up
MRAP	COSTIM_up
GON7	COSTIM_up
FAXDC2	COSTIM_up
ELP5	COSTIM_up
UBB	COSTIM_up
NFRKB	COSTIM_up
TMED10	COSTIM_up
SETMAR	COSTIM_up
GPRC5C	COSTIM_up
HARS1	COSTIM_up
RIOX1	COSTIM_up
NUDT9	COSTIM_up
PA2G4	COSTIM_up
ELOVL6	COSTIM_up
TMC7	COSTIM_up
ARL6IP1	COSTIM_up
SERPINB9	COSTIM_up
NUDCD2	COSTIM_up
HSPA4	COSTIM_up
COMMD5	COSTIM_up
ZNF16	COSTIM_up
ARMC10	COSTIM_up
RNF34	COSTIM_up
ATF7	COSTIM_up
SOCS6	COSTIM_up
ZNF296	COSTIM_up
HOXB9	COSTIM_up
KIF5B	COSTIM_up
CDCA4	COSTIM_up
USP32	COSTIM_up
RIOX2	COSTIM_up
TRIAP1	COSTIM_up
LSM3	COSTIM_up
KIAA0232	COSTIM_up
TMEM43	COSTIM_up
RPS9	COSTIM_up
TSEN34	COSTIM_up
MSANTD4	COSTIM_up
NDUFA3	COSTIM_up
DNAJC24	COSTIM_up
TRMT61B	COSTIM_up
JAGN1	COSTIM_up
ZNF672	COSTIM_up
ZNF692	COSTIM_up
GRIK1	COSTIM_up
TMEM126A	COSTIM_up
NETO2	COSTIM_up
SCAND1	COSTIM_up
JUNB	COSTIM_up
NPTX1	COSTIM_up
FAM98B	COSTIM_up
CANT1	COSTIM_up
ZDHHC16	COSTIM_up
EXOSC1	COSTIM_up
PGAM1	COSTIM_up
CLCN5	COSTIM_up
MRPL36	COSTIM_up
ZNF581	COSTIM_up
POLR1C	COSTIM_up
ASXL1	COSTIM_up
DLK2	COSTIM_up
ZNF562	COSTIM_up
ZNF318	COSTIM_up
HOPX	COSTIM_up
RSL1D1	COSTIM_up
PPID	COSTIM_up
ETFDH	COSTIM_up
PTGER4	COSTIM_up
TBCA	COSTIM_up
MAP6	COSTIM_up
BCL2L1	COSTIM_up
PLRG1	COSTIM_up
PIK3CD	COSTIM_up
SLC25A33	COSTIM_up
RGS19	COSTIM_up
HDAC3	COSTIM_up
GPHN	COSTIM_up
CAMTA1	COSTIM_up
SLFNL1	COSTIM_up
BCL2	COSTIM_up
CTPS1	COSTIM_up
COL8A2	COSTIM_up
EXOSC10	COSTIM_up
RPS21	COSTIM_up
MRM3	COSTIM_up
RPS7	COSTIM_up
RNASEH1	COSTIM_up
PRNP	COSTIM_up
PPIH	COSTIM_up
ZNF57	COSTIM_up
SYNPO	COSTIM_up
THOP1	COSTIM_up
USP19	COSTIM_up
SERF1A	COSTIM_up
SMN1	COSTIM_up
NME6	COSTIM_up
CYCS	COSTIM_up
FRMD3	COSTIM_up
MRPL13	COSTIM_up
CEBPB	COSTIM_up
PAIP1	COSTIM_up
MACROD2	COSTIM_up
BSG	COSTIM_up
COPRS	COSTIM_up
POP7	COSTIM_up
ALG14	COSTIM_up
SUCLG2	COSTIM_up
GNB2	COSTIM_up
MCRIP2	COSTIM_up
CLP1	COSTIM_up
COPS9	COSTIM_up
ZNF24	COSTIM_up
MANEA	COSTIM_up
FIBP	COSTIM_up
PPP1CA	COSTIM_up
HCFC1	COSTIM_up
RASGRP1	COSTIM_up
CHCHD1	COSTIM_up
MRPL52	COSTIM_up
EFEMP2	COSTIM_up
ZMAT3	COSTIM_up
MUS81	COSTIM_up
CFL1	COSTIM_up
CBWD1	COSTIM_up
RPL38	COSTIM_up
METAP1D	COSTIM_up
DHCR7	COSTIM_up
RNASEH2C	COSTIM_up
MYEOV	COSTIM_up
MYD88	COSTIM_up
OXSR1	COSTIM_up
KAT5	COSTIM_up
RELA	COSTIM_up
FAM222B	COSTIM_up
TRMT112	COSTIM_up
MRPL57	COSTIM_up
NOC3L	COSTIM_up
ESRRA	COSTIM_up
COMMD1	COSTIM_up
MTX1	COSTIM_up
PARP14	COSTIM_up
CKS1B	COSTIM_up
IQCB1	COSTIM_up
GPR137	COSTIM_up
MZT2A	COSTIM_up
ZBTB21	COSTIM_up
FAM86B3P	COSTIM_up
MAP3K11	COSTIM_up
DAG1	COSTIM_up
NAA20	COSTIM_up
MICOS10	COSTIM_up
RNF26	COSTIM_up
PPP1R14B	COSTIM_up
ZNRD2	COSTIM_up
SMARCC1	COSTIM_up
FKBP2	COSTIM_up
GMPPB	COSTIM_up
ZNF622	COSTIM_up
NABP1	COSTIM_up
CEP83	COSTIM_up
NUDT4	COSTIM_up
SLC19A1	COSTIM_up
UQCRH	COSTIM_up
TAS1R1	COSTIM_up
EIF1AX	COSTIM_up
PSMD1	COSTIM_up
HEG1	COSTIM_up
TOMM20	COSTIM_up
AGFG1	COSTIM_up
CNP	COSTIM_up
EIF1	COSTIM_up
PLK3	COSTIM_up
GOLIM4	COSTIM_up
ATP5MD	COSTIM_up
RBM4	COSTIM_up
XXYLT1	COSTIM_up
NRROS	COSTIM_up
FBXO45	COSTIM_up
GNG5	COSTIM_up
FAM3C2	COSTIM_up
C16orf91	COSTIM_up
RGMB	COSTIM_up
TRMT10C	COSTIM_up
CTU2	COSTIM_up
MGA	COSTIM_up
C12orf66	COSTIM_up
PRPF8	COSTIM_up
PITPNA	COSTIM_up
DDX23	COSTIM_up
ZNHIT2	COSTIM_up
LIG4	COSTIM_up
ATP2A2	COSTIM_up
RPL4	COSTIM_up
SNAPC5	COSTIM_up
DENND4A	COSTIM_up
MRPL11	COSTIM_up
AKIRIN1	COSTIM_up
SLC29A2	COSTIM_up
TMEM167A	COSTIM_up
LARP7	COSTIM_up
BRMS1	COSTIM_up
RPL15	COSTIM_up
FAM241A	COSTIM_up
SRP72	COSTIM_up
PDE12	COSTIM_up
YIF1A	COSTIM_up
NDUFA11	COSTIM_up
RSRC1	COSTIM_up
RAB1B	COSTIM_up
PTDSS2	COSTIM_up
MICOS13	COSTIM_up
KCTD13	COSTIM_up
DHX36	COSTIM_up
FBXW8	COSTIM_up
KLC2	COSTIM_up
SLC22A1	COSTIM_up
ATR	COSTIM_up
SNHG29	COSTIM_up
MRPS22	COSTIM_up
MARCKSL1	COSTIM_up
PSMD2	COSTIM_up
CSRP2	COSTIM_up
PARL	COSTIM_up
DCTN2	COSTIM_up
ZNF408	COSTIM_up
CKAP5	COSTIM_up
ARHGAP1	COSTIM_up
MED16	COSTIM_up
CENPS	COSTIM_up
LSM1	COSTIM_up
BANF1	COSTIM_up
PTPN2	COSTIM_up
EIF1AD	COSTIM_up
EIF3F	COSTIM_up
CLTB	COSTIM_up
LPL	COSTIM_up
RFESD	COSTIM_up
SART1	COSTIM_up
DRAP1	COSTIM_up
MRPL48	COSTIM_up
FOSL1	COSTIM_up
ERCC4	COSTIM_up
CCDC85B	COSTIM_up
TMEM70	COSTIM_up
ZNF77	COSTIM_up
GPR156	COSTIM_up
MTLN	COSTIM_up
B3GNTL1	COSTIM_up
AURKAIP1	COSTIM_up
TTLL11	COSTIM_up
TOMM5	COSTIM_up
RUVBL1	COSTIM_up
CTDNEP1	COSTIM_up
SWI5	COSTIM_up
UBE2O	COSTIM_up
TUBB6	COSTIM_up
B3GALT6	COSTIM_up
TPRN	COSTIM_up
SLC35A4	COSTIM_up
SSNA1	COSTIM_up
CSTF3	COSTIM_up
CHMP6	COSTIM_up
UFSP1	COSTIM_up
TMEM39A	COSTIM_up
CCDC57	COSTIM_up
SPHK1	COSTIM_up
ENTHD1	COSTIM_up
SMIM19	COSTIM_up
ANAPC2	COSTIM_up
ZBTB8OS	COSTIM_up
COX8A	COSTIM_up
ZSCAN2	COSTIM_up
CDC26	COSTIM_up
KCMF1	COSTIM_up
SPRYD4	COSTIM_up
CLK2	COSTIM_up
LMNB2	COSTIM_up
MEX3C	COSTIM_up
MYO1D	COSTIM_up
RBIS	COSTIM_up
RUFY1	COSTIM_up
BASP1	COSTIM_up
WSB2	COSTIM_up
TYMS	COSTIM_up
PNMA1	COSTIM_up
ANKLE2	COSTIM_up
THAP4	COSTIM_up
DPP7	COSTIM_up
SEC24C	COSTIM_up
SMCR8	COSTIM_up
MTX3	COSTIM_up
FBXO46	COSTIM_up
WDR73	COSTIM_up
RHOG	COSTIM_up
NUDT4B	COSTIM_up
FAM210A	COSTIM_up
TALDO1	COSTIM_up
NAP1L4P1	COSTIM_up
RPS6KA3	COSTIM_up
PUS1	COSTIM_up
GATD1	COSTIM_up
CCDC71	COSTIM_up
TIMM22	COSTIM_up
ZFAS1	COSTIM_up
PAWR	COSTIM_up
ARIH2	COSTIM_up
SLC25A22	COSTIM_up
ATOX1	COSTIM_up
RPLP2	COSTIM_up
CSTF2T	COSTIM_up
ACAD9	COSTIM_up
POLR2L	COSTIM_up
FLII	COSTIM_up
HNRNPA0	COSTIM_up
CHID1	COSTIM_up
GRB2	COSTIM_up
UBE2N	COSTIM_up
